STATE,YEAR,GenTotal,GenHydro,GenSolar,GenTotalRenewable,GenSolarBinary,GenTotalRenewableBinary,AllSourcesCO2,AllSourcesSO2,AllSourcesNOx,EPriceResidential,EPriceCommercial,EPriceIndustrial,EPriceTransportation,EPriceTotal,EsalesResidential,EsalesCommercial,EsalesIndustrial,EsalesTransportation,EsalesOther,EsalesTotal,CumlFinancial,CumlRegulatory,Total.salary,presidential.results,Import
LA,2006,21.45550161,0.007844266,0,0.008739892,0,1,12.89627918,0.029570099,0.021135321,9.14,9.03,6.87,14.1,8.3,0.362896841,0.283723828,0.353346092,3.32E-05,NA,18.28064185,4,3,16.22985095,0,0
LA,2007,21.16827021,0.008929109,0,0.009809574,0,1,12.53845959,0.024028181,0.020010984,9.37,9.13,6.77,13.91,8.39,0.362937334,0.287647129,0.3493765,3.90E-05,NA,18.19318236,6,5,17.52447208,0,0
LA,2008,20.78156274,0.011512567,0,0.012279291,0,1,12.30349716,0.02082334,0.016641319,10.28,10.12,7.94,11.88,9.44,0.366441643,0.291392054,0.342100568,6.57E-05,NA,17.69593325,6,5,18.70956484,0,0
LA,2009,20.26815429,0.013587219,0,0.014325578,0,0,11.85568383,0.021766169,0.015408209,8.1,7.69,5.25,10.09,7.06,0.37812325,0.296182087,0.325579498,0.000115165,NA,17.5230554,10,5,18.42133736,0,0
LA,2010,22.71478549,0.010777029,0,0.011499846,0,0,12.96104319,0.027775043,0.016645376,8.98,8.5,5.84,9.46,7.8,0.3840979,0.284476359,0.33129899,0.000126752,NA,18.78376907,10,7,18.72148325,0,0
LA,2011,23.05318673,0.009896784,0,0.01057071,0,0,13.69773089,0.025765892,0.016976284,8.96,8.44,5.69,8.33,7.68,0.370723407,0.28112815,0.348022865,0.000125577,NA,18.8744776,11,8,19.28106365,0,0
LA,2012,22.45677632,0.006575371,0,0.007191979,0,1,13.06959605,0.023427361,0.016277561,8.37,7.75,4.76,8.72,6.9,0.354376545,0.286138562,0.359359955,0.000124937,NA,18.40074997,11,8,19.96498791,0,0
LA,2013,22.03584334,0.010239772,0,0.011047015,1,1,NA,NA,NA,9.43,8.96,5.92,9.45,8.04,0.357883068,0.282653881,0.35933086,0.000132191,NA,18.53589713,11,8,20.48521986,0,0
MA,2000,6.082183601,0.027524995,0,0.081138034,0,0,3.900386138,0.017280163,0.006902635,10.53,9.13,8.2,4.09,9.49,0.339216748,0.444888663,0.203446198,0,0.012448392,8.137230534,7,5,23.47658844,1,1
MA,2001,6.001624934,0.01825711,0,0.049002072,0,0,3.86629495,0.014914208,0.006267025,12.47,11.64,9.37,4.09,11.55,0.342569059,0.459592455,0.185865534,0,0.011972952,8.188008708,7,5,23.85102204,1,1
MA,2002,6.525286604,0.020821352,0,0.048551914,0,0,3.930288062,0.013171112,0.006010624,10.93,10.02,8.34,4.65,10.06,0.348082728,0.451511936,0.187810549,0,0.012594787,8.338692999,7,5,23.37575069,1,1
MA,2003,7.49571094,0.02222138,0,0.04564989,0,0,4.250923311,0.012664856,0.005801524,11.6,10.48,8.93,4.09,10.56,0.352895936,0.462003712,0.179848269,0.005252083,0,8.600172919,7,6,23.66138127,1,1
MA,2004,7.361407493,0.021016228,0,0.044501569,0,1,4.073525145,0.011772863,0.005127827,11.75,10.99,8.48,4.65,10.77,0.35211646,0.463469687,0.177175637,0.007238215,0,8.700633199,7,6,24.94124446,1,1
MA,2005,7.362518737,0.02192866,0,0.045884829,0,1,4.19333873,0.011829194,0.004776489,13.44,12.42,9.22,4.8,12.18,0.358905988,0.461586709,0.172478927,0.007028376,NA,8.867415778,8,6,25.67968854,1,1
MA,2006,7.051854071,0.033173658,0,0.058472502,0,0,3.697903317,0.007563947,0.003453567,16.6,15.54,13.04,10.68,15.45,0.351376873,0.469774767,0.171932704,0.006915656,NA,8.637410148,33,8,27.15057985,1,1
MA,2007,7.242823176,0.016940318,0,0.040754313,1,1,3.963212144,0.007866089,0.00306954,16.23,15.2,13.03,9.24,15.16,0.352431714,0.475127699,0.165386591,0.007053996,NA,8.791031609,33,12,28.94413955,1,1
MA,2008,6.495247543,0.027192048,1.88E-06,0.053842684,0,1,3.402027692,0.006728362,0.002892381,17.56,16.07,14.14,10.06,16.23,0.351414611,0.475668833,0.166980271,0.005936285,NA,8.539630956,34,12,29.8210357,1,1
MA,2009,5.911019302,0.030823177,1.10E-06,0.059408493,1,0,2.985848438,0.005071444,0.002527379,16.87,15.37,14.07,6.21,15.45,0.358258542,0.326987422,0.308214003,0.006540034,NA,8.245981125,45,13,28.58814195,1,1
MA,2010,6.454986669,0.023276325,2.17E-05,0.050103255,1,1,3.059893414,0.005268666,0.002610054,14.59,14.53,13.71,6.4,14.26,0.374785058,0.319364586,0.299634658,0.006215699,NA,8.614237674,53,14,29.47666058,1,1
MA,2011,5.755182562,0.030187029,0.000125188,0.059231418,1,0,2.480915026,0.003315352,0.002126652,14.67,14.33,13.38,6.14,14.11,0.368410013,0.319716216,0.305444194,0.006429576,NA,8.404059725,58,15,30.77818806,1,1
MA,2012,5.438559344,0.025207994,0.000818109,0.05792867,1,1,2.155462377,0.002237738,0.002084338,14.91,13.84,12.57,4.91,13.79,0.367243686,0.320407629,0.306024006,0.006324679,NA,8.310508578,60,15,31.9800176,1,1
MA,2013,4.901719871,0.030150627,0.003237249,0.071868587,1,1,NA,NA,NA,15.83,14.23,13.18,13.06,14.51,0.375058287,0.320511703,0.297897783,0.006532227,NA,8.23760798,61,15,32.99191041,1,1
MD,2000,9.630984178,0.033876354,0,0.046366827,0,0,6.115398651,0.04816718,0.015208726,7.95,6.55,4.14,5.78,6.74,0.394696486,0.425267516,0.165897764,0,0.014138234,11.42599723,4,2,17.79990939,1,1
MD,2001,9.129560445,0.024122739,0,0.031482273,0,1,5.723210921,0.04652616,0.014429079,7.67,6.36,4.37,5.78,6.6,0.39412862,0.425756092,0.165099298,0,0.015015991,11.47002545,4,4,18.80530661,1,1
MD,2002,8.878292276,0.034403902,0,0.041419921,0,1,5.795571436,0.046122754,0.013413315,7.74,6.31,4.01,6.46,6.18,0.372756479,0.307755454,0.305272531,0,0.014215536,12.57473611,4,5,19.52372713,1,1
MD,2003,9.512839197,0.050665569,0,0.057763213,0,0,6.002921173,0.04805852,0.012812886,7.73,6.95,4.89,5.78,6.45,0.374288582,0.237870952,0.381364951,0.006475515,0,12.97504721,4,5,20.3524577,1,1
MD,2004,9.399347733,0.048172672,0,0.055796166,0,0,5.844648878,0.049936682,0.011818351,7.8,7.56,5.99,6.46,7.15,0.417869153,0.258090839,0.316849056,0.007190952,0,12.07886437,5,6,21.66961046,1,1
MD,2005,9.442827354,0.032350688,0,0.040276387,0,1,6.041650282,0.049520799,0.011436663,8.46,8.97,7.01,7.73,8.13,0.415994805,0.262293133,0.314730006,0.006982057,NA,12.25869566,5,7,22.86409218,1,1
MD,2006,8.733641219,0.042982212,0,0.051318017,0,0,5.500988484,0.04832227,0.011071702,9.71,10.56,8.14,8.43,9.95,0.42589912,0.470596025,0.095879827,0.007625028,NA,11.26974525,8,10,24.16768785,1,1
MD,2007,8.920568999,0.03291403,0,0.040889739,0,1,5.599816677,0.047393816,0.009688636,11.89,11.58,9.41,10.15,11.5,0.431174758,0.469350806,0.091455844,0.008018592,NA,11.62043862,12,10,25.28873888,1,1
MD,2008,8.381179004,0.041681551,0,0.05043942,0,1,5.15942961,0.03990943,0.00731091,13.84,12.77,10.38,11.77,13.01,0.428644642,0.473787996,0.089220271,0.008347091,NA,11.20637654,17,10,25.87415639,1,1
MD,2009,7.695457369,0.043147373,0,0.051730433,1,0,4.510767089,0.034654918,0.004113635,14.98,11.98,9.96,10.5,13.09,0.43049904,0.476216794,0.084452874,0.008831292,NA,11.00294529,34,10,25.66783718,1,1
MD,2010,7.600693988,0.038236657,1.83E-06,0.047615301,1,1,4.596152458,0.007859133,0.004339517,14.32,11.75,9.58,9.89,12.71,0.442853807,0.470973941,0.077800203,0.008372049,NA,11.3878992,42,11,26.23921496,1,1
MD,2011,7.15593139,0.060909629,6.47E-05,0.076532278,1,0,4.042792975,0.008343154,0.004331917,13.31,11.28,8.76,9.03,11.93,0.42917923,0.483486552,0.078732842,0.008601376,NA,10.88321843,48,11,27.196429,1,1
MD,2012,6.417329521,0.043812489,0.000594371,0.063362979,1,1,3.512778651,0.006867489,0.00369122,12.84,10.43,8.09,8.29,11.28,0.431590762,0.487069988,0.072796771,0.008542479,NA,10.49142073,51,12,28.06477897,1,1
MD,2013,6.036773812,0.04817241,0.001770811,0.07044178,1,1,NA,NA,NA,13.25,10.68,8.36,8.47,11.66,0.443434547,0.48411069,0.063715271,0.008739492,NA,10.42300375,51,12,28.28710797,1,1
ME,2000,11.00039701,0.255611372,0,0.296960474,0,0,5.171080781,0.035054501,0.01503007,12.49,10.23,6.89,0,9.69,0.307227581,0.305204721,0.37412839,0,0.013439308,9.524350843,0,5,13.58585166,1,0
ME,2001,15.23389953,0.135197915,0,0.150305899,0,0,6.898729653,0.022757233,0.012122604,13.13,11.64,7.15,0,10.55,0.32117684,0.310980656,0.363116696,0,0.004725808,9.461998217,0,5,14.27891217,1,0
ME,2002,17.42604709,0.122824227,0,0.137014266,0,1,7.903049921,0.016920292,0.008981728,12.74,10.68,7.05,0,10.35,0.353375884,0.331182714,0.310262733,0,0.005178668,8.847452909,0,5,14.80242749,1,0
ME,2003,14.56706453,0.167229762,0,0.182942957,0,1,5.962575008,0.015370499,0.010034821,12.37,10.34,6.35,0,9.79,0.352406402,0.330725686,0.316867913,0,0,9.19238232,0,6,15.41770892,1,0
ME,2004,14.61022837,0.179604673,0,0.201128443,0,1,5.65293633,0.015198584,0.009491083,12.16,9.89,6.56,0,9.69,0.350196092,0.349740145,0.300063763,0,0,9.460994915,0,6,16.20406017,1,0
ME,2005,14.38006172,0.217094607,0,0.232496344,0,1,5.427347179,0.016814405,0.008877279,13.23,10.63,7.28,0,10.57,0.36427227,0.336265768,0.299461962,0,NA,9.434258683,2,6,16.45071728,1,0
ME,2006,12.80277264,0.254405803,0,0.271236803,0,0,4.322325671,0.013022667,0.007866133,13.8,12.42,8.83,0,11.8,0.354182431,0.336506151,0.309311417,0,NA,9.352846905,2,9,17.27896934,1,0
ME,2007,12.25808798,0.231773102,0,0.254057413,0,1,4.262005899,0.016144417,0.007740838,16.52,12.94,14.11,0,14.59,0.372097457,0.35372492,0.274177624,0,NA,9.014030792,3,9,18.02460142,1,0
ME,2008,12.96903954,0.260744435,0,0.283524069,0,1,4.031110669,0.019899358,0.008147888,16.24,12.95,11.56,0,13.8,0.372745493,0.355315161,0.271939346,0,NA,8.856217848,3,9,18.60385892,1,0
ME,2009,12.42494542,0.257597425,0,0.292551509,0,0,3.582573454,0.025021867,0.009421007,15.64,12.6,10.03,0,13.12,0.386423358,0.360812985,0.252763657,0,NA,8.574406352,4,12,18.06470275,1,0
ME,2010,12.96226253,0.223894302,0,0.268710169,0,1,3.768760773,0.009458931,0.006407762,15.72,12.52,9.17,0,12.84,0.379118867,0.355624318,0.265256815,0,NA,8.783018861,6,13,18.28852659,1,0
ME,2011,12.02901358,0.249095763,0,0.310651804,0,1,3.276639582,0.009248228,0.005995798,15.38,12.29,8.88,0,12.58,0.38382861,0.351988486,0.264182905,0,NA,8.59634544,6,14,18.6507533,1,0
ME,2012,10.86006539,0.258694886,0,0.338664275,0,1,2.801789413,0.00619528,0.004981213,14.66,11.53,7.98,0,11.81,0.387571415,0.350589682,0.261838902,0,NA,8.701737629,8,14,19.03769655,1,0
ME,2013,10.5592059,0.253773725,0,0.344151527,1,1,NA,NA,NA,14.35,11.74,8.34,0,11.86,0.393275792,0.33872527,0.267998937,0,NA,8.922276778,9,14,19.45720181,1,0
MI,2000,10.46808252,0.013700073,0,0.024244063,0,0,7.921340607,0.039032609,0.018259999,8.52,7.9,5.09,8.21,7.11,0.293085974,0.342333153,0.355702098,0,0.008878776,10.52459914,0,1,17.49499728,1,1
MI,2001,11.17859834,0.013964992,0,0.019878509,0,1,7.792206737,0.036812664,0.01655497,8.26,7.54,5.08,8.21,6.97,0.315447749,0.34201467,0.333701102,0,0.008836479,10.2354751,0,2,17.27369366,1,0
MI,2002,11.74284972,0.014159512,0,0.020482854,0,0,7.493139459,0.035559425,0.015145495,8.28,7.79,5.02,7.89,7.09,0.327905709,0.342652219,0.320278356,0,0.009163716,10.43044068,0,2,17.31089914,1,0
MI,2003,11.05486884,0.012445977,0,0.019001822,0,0,7.366028777,0.036188053,0.01330392,8.35,7.55,4.96,8.21,6.85,0.309242671,0.325057655,0.365668455,3.12E-05,0,10.80965307,3,2,17.63615994,1,0
MI,2004,11.74128126,0.012993666,0,0.018832361,0,0,7.785905599,0.034783394,0.012313716,8.33,7.57,4.92,7.89,6.94,0.310522612,0.362381906,0.327067181,2.83E-05,0,10.5639324,3,3,17.99437809,1,0
MI,2005,12.05059824,0.012018671,0,0.017925679,0,1,7.912504882,0.035709254,0.012229072,8.4,7.84,5.32,13.07,7.23,0.326815128,0.35854952,0.314589854,4.55E-05,NA,10.94331165,3,3,18.31594184,1,0
MI,2006,11.16366953,0.013507437,0,0.020073325,0,0,7.609044025,0.032383812,0.011216361,9.77,8.51,6.05,10.06,8.14,0.32052247,0.363819967,0.315623606,3.40E-05,NA,10.71347566,3,7,18.46953456,1,0
MI,2007,11.87028304,0.010644453,0,0.01671725,0,1,7.981978869,0.035155796,0.011685833,10.21,8.77,6.47,9.76,8.53,0.323578527,0.36640496,0.309970949,4.56E-05,NA,10.87405952,3,9,18.76055592,1,0
MI,2008,11.49960618,0.011865208,0,0.019524313,0,1,7.747180747,0.034753291,0.011513426,10.75,9.17,6.73,11.83,8.93,0.324229778,0.36844354,0.307280397,4.63E-05,NA,10.57870258,3,11,18.6270876,1,0
MI,2009,10.16574203,0.013556232,0,0.024763295,0,0,7.391937629,0.028971519,0.009167616,11.6,9.24,6.98,10.79,9.4,0.334832679,0.385955683,0.279156318,5.53E-05,NA,9.85619803,18,11,17.08711707,1,0
MI,2010,11.23237654,0.011210557,0,0.021633701,0,1,7.499545021,0.025556942,0.00894793,12.46,9.81,7.08,10.65,9.88,0.334596974,0.367809535,0.297546989,4.65E-05,NA,10.4366898,28,12,17.36324639,1,0
MI,2011,11.05431605,0.012433032,0,0.024191975,0,1,7.017342404,0.023830426,0.008301052,13.27,10.33,7.32,8.53,10.4,0.33136752,0.367552692,0.3010295,5.03E-05,NA,10.63754215,37,12,18.29501815,1,0
MI,2012,10.94268836,0.011231377,0,0.03053424,0,1,6.866777827,0.021748484,0.008176003,14.13,10.93,7.62,8.08,10.98,0.328770604,0.367438759,0.303724999,6.56E-05,NA,10.6039973,38,12,19.05816684,1,0
MI,2013,10.65020666,0.01346119,0,0.049387873,1,1,NA,NA,NA,14.59,11.06,7.72,8.77,11.21,0.330102169,0.365859279,0.303979515,5.90E-05,NA,10.40980965,38,12,19.60861153,1,0
MN,2000,10.42279273,0.018112068,0,0.047704584,0,0,7.673767704,0.02270489,0.01911532,7.52,6.36,4.57,0,5.87,0.311621161,0.193708855,0.482453616,0,0.012216368,12.11699464,4,5,19.39790005,1,1
MN,2001,9.739356266,0.017138555,0,0.04604022,0,0,7.335732551,0.018195047,0.017098138,7.61,6.03,4.34,0,5.97,0.319668682,0.32625225,0.34220498,0,0.011874088,12.18078271,5,7,20.06203693,1,1
MN,2002,10.51908127,0.015329958,0,0.042032295,0,0,7.559560964,0.020078707,0.017708334,7.49,5.88,4.07,0,5.8,0.328992121,0.312998359,0.346103842,0,0.011905677,12.38946836,5,7,20.40291896,1,1
MN,2003,10.90033884,0.014796699,0,0.041391604,0,0,7.982275439,0.022389149,0.019181676,7.65,6.12,4.36,0,6.01,0.327129838,0.325473959,0.347396203,0,0,12.49157026,5,8,20.97798282,1,1
MN,2004,10.30783611,0.014099557,0,0.035958969,0,1,7.668069348,0.021255776,0.018123708,7.92,6.31,4.63,6.75,6.24,0.323765551,0.322175616,0.353888799,0.000170034,0,12.46848986,8,8,22.12602795,1,1
MN,2005,10.38164834,0.014612291,0,0.052254612,0,1,7.737566458,0.01974352,0.016791685,8.28,6.59,5.02,6.21,6.61,0.329344333,0.333015864,0.337264456,0.000375346,NA,12.92718943,10,8,22.67101563,1,1
MN,2006,10.34173813,0.010739176,0,0.057120009,0,1,7.417277131,0.018341613,0.016550188,8.7,7.02,5.29,7.95,6.98,0.328132824,0.332113822,0.339437568,0.000315786,NA,12.97043236,53,9,23.69548288,1,1
MN,2007,10.49409441,0.012001657,0,0.070836486,0,1,7.381751314,0.017133967,0.016248249,9.18,7.48,5.69,8.27,7.44,0.331895716,0.330098517,0.337697316,0.000308451,NA,13.14345457,87,11,25.06287138,1,1
MN,2008,10.47051124,0.013276413,0,0.106872971,0,1,7.040089502,0.016435935,0.013273369,9.74,7.88,5.87,8.04,7.79,0.324990016,0.328581514,0.34611058,0.00031789,NA,13.15313369,88,11,25.77719879,1,1
MN,2009,9.974084066,0.015413593,0,0.12858023,0,0,6.401303559,0.012307081,0.009350113,10.04,7.92,6.26,7.73,8.14,0.344256603,0.348592675,0.306808714,0.000342007,NA,12.1616195,107,11,24.54566729,1,1
MN,2010,10.14474335,0.015658775,0,0.121994733,0,1,6.227471327,0.010697962,0.008367535,10.59,8.38,6.29,7.77,8.41,0.331340626,0.332086263,0.33625165,0.000321462,NA,12.81549669,113,12,25.18552968,1,1
MN,2011,9.932629661,0.014046445,0,0.158208553,0,1,6.099098622,0.009809021,0.007745086,10.96,8.63,6.47,8.23,8.65,0.328656603,0.326429666,0.344634331,0.000279399,NA,12.81455622,118,12,26.17097094,1,1
MN,2012,9.700308236,0.010748861,0,0.175800151,1,1,5.29564297,0.006176803,0.006660391,11.35,8.84,6.54,8.67,8.86,0.324461043,0.330876434,0.344407936,0.000254587,NA,12.63582973,122,12,27.47565264,1,1
MN,2013,9.46079313,0.009963782,5.28E-05,0.182209821,1,1,NA,NA,NA,11.81,9.42,6.98,9.79,9.41,0.3328697,0.33566155,0.331190474,0.000278276,NA,12.66015186,126,12,28.31938718,1,1
MO,2000,13.66354741,0.007832474,0,0.008914191,0,1,11.96404312,0.037899543,0.026613024,7.04,5.83,4.43,0,6.02,0.407217166,0.356199664,0.221354757,0,0.015228413,12.95868805,2,1,15.96660158,0,0
MO,2001,14.09657262,0.013880656,0,0.01399126,0,1,12.44120473,0.041721279,0.023944629,7,5.89,4.39,0,6.03,0.412061578,0.355519828,0.216009166,0,0.016409428,12.97449534,2,1,16.38680996,0,0
MO,2002,14.29123789,0.016718719,0,0.016824187,0,0,12.48945566,0.041528515,0.022876631,7.06,5.88,4.42,0,6.09,0.422452577,0.357279764,0.204550778,0,0.015716882,13.20629379,2,1,16.68056933,0,0
MO,2003,15.26768919,0.007480382,0,0.007575504,0,1,13.46951603,0.045209644,0.023569718,6.96,5.78,4.49,0,6.02,0.423248578,0.376985496,0.199765926,0,0,12.99478825,2,2,17.08154037,0,0
MO,2004,15.22480203,0.016887651,0,0.016995396,0,0,13.57048686,0.046840902,0.02029663,6.97,5.8,4.62,4.91,6.07,0.423346716,0.383382863,0.193137073,0.000133348,0,12.86573727,2,3,17.73878154,0,0
MO,2005,15.65036072,0.012763939,0,0.012858601,0,0,13.9849481,0.047092083,0.019883737,7.08,5.92,4.54,4.77,6.13,0.425151692,0.366198074,0.208410366,0.000239868,NA,13.94663232,2,3,18.53514236,0,0
MO,2006,15.65154489,0.002172777,0,0.002433176,0,1,13.72859337,0.044321637,0.018365735,7.44,6.08,4.58,5.75,6.3,0.413095909,0.363352843,0.223320376,0.000230872,NA,14.00061352,10,4,19.41783402,0,0
MO,2007,15.43463252,0.013212126,0,0.013532346,0,1,13.27684833,0.043646616,0.016874571,7.69,6.34,4.76,6.16,6.56,0.419400102,0.363908229,0.216463254,0.000228415,NA,14.48297845,15,6,20.30950919,0,0
MO,2008,15.29421722,0.022484896,0,0.025169904,0,1,13.04632228,0.042543286,0.013925264,8,6.61,4.92,5.4,6.84,0.419403153,0.368775005,0.211540359,0.000281483,NA,14.17740048,29,7,21.22035302,0,0
MO,2009,14.76944432,0.020561462,0,0.027043491,0,1,12.48960255,0.039378767,0.008619021,8.54,6.96,5.42,5.83,7.35,0.428308516,0.383052744,0.188372886,0.000265854,NA,13.35576308,35,7,20.29651334,0,0
MO,2010,15.35545011,0.016675302,0,0.027372367,0,0,13.11012334,0.038724889,0.009334401,9.08,7.5,5.5,6.14,7.78,0.433318561,0.365111347,0.201314346,0.000255747,NA,14.31949863,48,7,20.34030473,0,0
MO,2011,15.78499334,0.012491452,0,0.025564873,0,0,13.54749603,0.03153059,0.010107405,9.75,8.04,5.85,6.9,8.32,0.42657778,0.36748133,0.205681333,0.000259558,NA,14.01783948,49,7,20.80881258,0,0
MO,2012,15.23652109,0.007780342,0,0.021925417,0,1,12.53795234,0.022553471,0.01102571,10.17,8.2,5.89,6.97,8.53,0.416527755,0.369777549,0.213432806,0.00026189,NA,13.68157917,49,8,21.73673006,0,0
MO,2013,15.15762632,0.012402808,0,0.02586176,1,1,NA,NA,NA,10.6,8.8,6.29,7.81,9.04,0.423444342,0.365859793,0.210429641,0.000266225,NA,13.79786637,51,8,22.15557715,0,0
MS,2000,13.20535291,0,0,5.80E-06,0,0,7.910054756,0.046163979,0.022569953,6.93,6.41,4.14,0,5.85,0.379229343,0.252574445,0.349750987,0,0.018445225,15.91618198,1,0,10.90776824,0,1
MS,2001,18.73283072,0,0,1.87E-08,0,1,11.05075024,0.048438009,0.020672324,7.37,6.94,4.4,0,6.26,0.38060181,0.256451027,0.344760461,0,0.018186702,15.5224213,1,0,11.0457111,0,0
MS,2002,15.00618318,0,0,4.66E-08,0,1,8.235556367,0.025273996,0.016275634,7.28,6.83,4.4,0,6.24,0.392585604,0.259021338,0.330471741,0,0.017921317,15.9029536,1,0,11.36912752,0,1
MS,2003,14.0065846,0,0,0.000176321,0,0,8.246522276,0.029934908,0.01669803,7.6,7.25,4.48,0,6.46,0.387971087,0.276499273,0.33552964,0,0,15.88895599,2,0,11.72988763,0,1
MS,2004,15.13477427,0,0,7.07E-05,0,1,8.870637661,0.031256673,0.017317638,8.21,7.99,4.83,0,7,0.381904339,0.276984163,0.341111498,0,0,15.95626153,2,0,12.27262674,0,1
MS,2005,15.5442531,0,0,0.000118578,0,1,8.751345497,0.027340048,0.015017073,8.71,8.48,5.37,0,7.54,0.391131325,0.275938157,0.332930518,0,NA,15.83177457,3,0,12.81476377,0,1
MS,2006,15.95919171,0,0,0.000140172,0,0,8.987870643,0.028326459,0.01565545,9.66,9.37,5.94,0,8.33,0.389380451,0.275873092,0.334746457,0,NA,16.20346699,9,1,13.57439933,0,1
MS,2007,17.13641762,0,0,0.000100252,0,1,9.589565088,0.025586307,0.01672698,9.36,8.92,5.75,0,8.03,0.38555864,0.278282799,0.33615856,0,NA,16.48905357,9,1,14.21184525,0,0
MS,2008,16.40077347,0,0,0.00010478,0,1,8.818723858,0.023548993,0.014317336,10.39,10.02,6.56,0,8.99,0.383344815,0.277290246,0.339364939,0,NA,16.23594277,10,1,14.74455499,0,0
MS,2009,16.50929662,0,0,0.000142911,0,0,7.959680238,0.015392162,0.009307976,10.22,9.5,6.61,0,8.85,0.392953886,0.282599546,0.324446569,0,NA,15.61018433,13,1,14.27826247,0,0
MS,2010,18.40495435,0,0,1.82E-05,0,1,9.067929485,0.019943813,0.010338572,9.87,9.32,6.32,0,8.59,0.406036963,0.277837581,0.316125456,0,NA,16.78355678,19,1,14.45172662,0,0
MS,2011,17.31461015,0,0,6.39E-05,0,1,7.831546394,0.016232192,0.008827704,10.17,9.48,6.53,0,8.78,0.391921108,0.278447593,0.329631299,0,NA,16.56476526,19,1,14.72266541,0,0
MS,2012,18.27923334,0,0,0.000301204,0,0,8.132527074,0.014379782,0.007856304,10.26,9.33,6.24,0,8.6,0.371844855,0.28074583,0.347409314,0,NA,16.20410417,19,1,15.29201003,0,0
MS,2013,17.64927415,0,0,0.000287312,1,1,NA,NA,NA,10.78,10.1,6.34,0,9.11,0.378467853,0.290841231,0.330690917,0,NA,16.30301858,19,1,15.59947276,0,0
MT,2000,29.2833849,0.363803099,0,0.363803099,0,0,19.81133615,0.052306807,0.039835936,6.49,5.6,3.97,0,5,0.268021867,0.260073092,0.450476139,0,0.021428902,16.14070773,1,3,10.94879028,0,0
MT,2001,26.75310947,0.272917697,0,0.272917697,0,1,20.45275243,0.061096379,0.043734585,6.88,5.91,6.59,0,6.48,0.339507304,0.337712457,0.294431702,0,0.028348536,12.63732112,6,3,11.50202866,0,0
MT,2002,28.00163676,0.375560171,0,0.375560171,0,0,18.50575451,0.024555853,0.036984925,7.23,6.28,3.71,0,5.7,0.314125331,0.311977784,0.347802903,0,0.026093981,14.10473529,8,3,12.02992566,0,0
MT,2003,28.65825097,0.331259765,0,0.331259765,0,0,20.70640287,0.024621981,0.038165216,7.56,6.85,4.03,0,6.14,0.321267776,0.346015411,0.332716813,0,0,13.99125046,10,6,12.61797953,0,0
MT,2004,28.93858666,0.330587469,0,0.330587469,0,1,21.20022124,0.024872773,0.038277605,7.86,7.42,4.15,0,6.4,0.312790707,0.334201656,0.353007637,0,0,13.99657344,10,6,13.38267141,0,0
MT,2005,29.8920437,0.343155631,0,0.343155631,0,1,21.26406935,0.023328369,0.040438407,8.1,7.43,4.83,0,6.72,0.313190796,0.331882763,0.354926441,0,NA,14.42117528,12,7,14.34611787,0,0
MT,2006,29.85388438,0.358671839,0,0.374107937,0,0,20.51010772,0.023017592,0.04006304,8.28,7.44,5.12,0,6.91,0.318058586,0.339196437,0.342744977,0,NA,14.6026622,18,8,15.47716884,0,0
MT,2007,30.22756009,0.323672753,0,0.340808959,0,1,21.25805043,0.02542411,0.041815942,8.77,8.1,5.16,0,7.13,0.292399458,0.310824663,0.396775879,0,NA,16.22778368,20,8,16.66141558,0,0
MT,2008,30.62583069,0.337399561,0,0.357412897,0,1,21.03425898,0.022936458,0.028646805,9.13,8.54,5.91,0,7.72,0.30466822,0.314850193,0.380481587,0,NA,15.83768808,24,8,17.25383232,0,0
MT,2009,27.42121698,0.355857983,0,0.386589542,0,0,18.01357576,0.023397522,0.021078608,8.94,8.32,5.46,0,7.58,0.333738058,0.333770175,0.332491766,0,NA,14.73446949,24,9,16.90602731,0,0
MT,2010,30.39445004,0.316021778,0,0.347246892,0,1,20.78201034,0.022479166,0.021626238,9.16,8.55,5.55,0,7.84,0.344393144,0.347761562,0.307845294,0,NA,14.05032383,26,9,17.18712284,0,0
MT,2011,30.19917888,0.418071362,0,0.460063701,0,0,17.06846915,0.018024159,0.017409721,9.75,9.12,5.27,0,8.23,0.356330225,0.354818847,0.288850929,0,NA,13.82040693,26,9,17.92292747,0,0
MT,2012,27.66196527,0.405810202,0,0.451189155,0,0,15.94178855,0.014900071,0.015946667,10.08,9.13,5.1,0,8.25,0.34467525,0.35471205,0.3006127,0,NA,13.79217401,27,9,18.91519697,0,0
MT,2013,27.28180919,0.348110901,0,0.411484482,1,1,NA,NA,NA,10.33,9.54,5.43,0,8.58,0.350758987,0.348136805,0.301104208,0,NA,13.8394642,27,9,19.48185718,0,0
NC,2000,15.13249102,0.025662094,0,0.026556607,0,0,9.178708142,0.058508935,0.021078795,7.97,6.36,4.58,0,6.48,0.388271995,0.307527394,0.285776386,0,0.018424226,14.83313159,3,1,15.97022729,0,0
NC,2001,14.32445088,0.022091887,0,0.023019247,0,1,8.687528802,0.054298414,0.018591234,8.12,6.42,4.61,0,6.58,0.388153428,0.317105909,0.276669619,0,0.018071043,14.51111336,3,1,16.33644937,0,1
NC,2002,14.97611088,0.028055783,0,0.028886928,0,1,8.832291976,0.054126497,0.018258342,8.19,6.51,4.7,0,6.74,0.406356282,0.320139732,0.255782806,0,0.01772118,14.76175166,3,1,16.54362023,0,0
